distance,contrast,probe,eye,individual
440,2.896533333,control,RE2,C16
445,2.8086,control,RE2,C16
450,2.710833333,control,RE2,C16
455,2.637766667,control,RE2,C16
460,2.589633333,control,RE2,C16
465,2.545366667,control,RE2,C16
470,2.523966667,control,RE2,C16
475,2.4814,control,RE2,C16
480,2.4521,control,RE2,C16
485,2.427733333,control,RE2,C16
490,2.387533333,control,RE2,C16
495,2.354333333,control,RE2,C16
500,2.317266667,control,RE2,C16
505,2.291766667,control,RE2,C16
510,2.263133333,control,RE2,C16
515,2.237266667,control,RE2,C16
520,2.177433333,control,RE2,C16
525,2.132633333,control,RE2,C16
530,2.101066667,control,RE2,C16
535,2.0673,control,RE2,C16
540,2.0499,control,RE2,C16
545,2.023733333,control,RE2,C16
550,1.989766667,control,RE2,C16
555,1.9669,control,RE2,C16
560,1.956366667,control,RE2,C16
565,1.939466667,control,RE2,C16
570,1.930966667,control,RE2,C16
575,1.9078,control,RE2,C16
580,1.892966667,control,RE2,C16
585,1.870466667,control,RE2,C16
590,1.867133333,control,RE2,C16
595,1.855633333,control,RE2,C16
600,1.845033333,control,RE2,C16
605,1.828366667,control,RE2,C16
610,1.824166667,control,RE2,C16
615,1.807866667,control,RE2,C16
620,1.791566667,control,RE2,C16
625,1.787333333,control,RE2,C16
630,1.776666667,control,RE2,C16
635,1.770766667,control,RE2,C16
640,1.760766667,control,RE2,C16
645,1.7358,control,RE2,C16
650,1.7497,control,RE2,C16
655,1.730733333,control,RE2,C16
660,1.7249,control,RE2,C16
665,1.727333333,control,RE2,C16
670,1.7179,control,RE2,C16
675,1.7072,control,RE2,C16
185,1.695666667,control,LE1,C17
190,1.7302,control,LE1,C17
195,1.7559,control,LE1,C17
200,1.753533333,control,LE1,C17
205,1.792933333,control,LE1,C17
210,1.795966667,control,LE1,C17
215,1.817633333,control,LE1,C17
220,1.8087,control,LE1,C17
225,1.816966667,control,LE1,C17
230,1.853166667,control,LE1,C17
235,1.9013,control,LE1,C17
240,1.9264,control,LE1,C17
245,1.948066667,control,LE1,C17
250,1.9439,control,LE1,C17
255,1.962366667,control,LE1,C17
260,1.9744,control,LE1,C17
265,1.990066667,control,LE1,C17
270,2.025533333,control,LE1,C17
275,2.024266667,control,LE1,C17
280,2.039066667,control,LE1,C17
285,2.058266667,control,LE1,C17
290,2.089333333,control,LE1,C17
295,2.1013,control,LE1,C17
300,2.154633333,control,LE1,C17
305,2.193133333,control,LE1,C17
310,2.208333333,control,LE1,C17
315,2.195266667,control,LE1,C17
320,2.2103,control,LE1,C17
325,2.2017,control,LE1,C17
330,2.211966667,control,LE1,C17
335,2.211533333,control,LE1,C17
340,2.281933333,control,LE1,C17
345,2.285,control,LE1,C17
350,2.328466667,control,LE1,C17
355,2.384733333,control,LE1,C17
360,2.4229,control,LE1,C17
365,2.448,control,LE1,C17
370,2.506366667,control,LE1,C17
375,2.563466667,control,LE1,C17
380,2.6312,control,LE1,C17
385,2.703866667,control,LE1,C17
390,2.804033333,control,LE1,C17
395,2.884966667,control,LE1,C17
400,2.9679,control,LE1,C17
405,3.068233333,control,LE1,C17
410,3.206333333,control,LE1,C17
415,3.396966667,control,LE1,C17
420,3.5705,control,LE1,C17
425,3.8093,control,LE1,C17
430,3.9444,control,LE1,C17
435,4.0673,control,LE1,C17
440,4.0701,control,LE1,C17
445,3.997966667,control,LE1,C17
450,3.887066667,control,LE1,C17
455,3.774866667,control,LE1,C17
460,3.7059,control,LE1,C17
465,3.5842,control,LE1,C17
470,3.475566667,control,LE1,C17
475,3.358633333,control,LE1,C17
480,3.2506,control,LE1,C17
485,3.135733333,control,LE1,C17
490,3.035333333,control,LE1,C17
495,2.900433333,control,LE1,C17
500,2.8021,control,LE1,C17
505,2.748066667,control,LE1,C17
510,2.689533333,control,LE1,C17
515,2.630666667,control,LE1,C17
520,2.569366667,control,LE1,C17
525,2.5254,control,LE1,C17
530,2.442,control,LE1,C17
535,2.393966667,control,LE1,C17
540,2.3434,control,LE1,C17
545,2.3068,control,LE1,C17
550,2.253566667,control,LE1,C17
555,2.2256,control,LE1,C17
560,2.2034,control,LE1,C17
565,2.173333333,control,LE1,C17
570,2.135466667,control,LE1,C17
575,2.110733333,control,LE1,C17
580,2.076466667,control,LE1,C17
585,2.050266667,control,LE1,C17
590,2.044633333,control,LE1,C17
595,2.0361,control,LE1,C17
600,2.0143,control,LE1,C17
605,1.992433333,control,LE1,C17
610,1.9759,control,LE1,C17
615,1.964133333,control,LE1,C17
620,1.951566667,control,LE1,C17
625,1.953366667,control,LE1,C17
630,1.941133333,control,LE1,C17
185,1.710166667,control,LE2,C17
190,1.734233333,control,LE2,C17
195,1.739166667,control,LE2,C17
200,1.754366667,control,LE2,C17
205,1.768366667,control,LE2,C17
210,1.7864,control,LE2,C17
215,1.7973,control,LE2,C17
220,1.818066667,control,LE2,C17
225,1.8197,control,LE2,C17
230,1.844833333,control,LE2,C17
235,1.8608,control,LE2,C17
240,1.881033333,control,LE2,C17
245,1.904833333,control,LE2,C17
250,1.927366667,control,LE2,C17
255,1.951733333,control,LE2,C17
260,1.965533333,control,LE2,C17
265,2.0032,control,LE2,C17
270,2.008833333,control,LE2,C17
275,2.021833333,control,LE2,C17
280,2.042433333,control,LE2,C17
285,2.0829,control,LE2,C17
290,2.102166667,control,LE2,C17
295,2.144233333,control,LE2,C17
300,2.179366667,control,LE2,C17
305,2.1965,control,LE2,C17
310,2.2171,control,LE2,C17
315,2.2779,control,LE2,C17
320,2.330633333,control,LE2,C17
325,2.368766667,control,LE2,C17
330,2.475866667,control,LE2,C17
335,2.524666667,control,LE2,C17
340,2.620533333,control,LE2,C17
345,2.693,control,LE2,C17
350,2.885066667,control,LE2,C17
355,3.1851,control,LE2,C17
360,3.5361,control,LE2,C17
365,3.940666667,control,LE2,C17
370,4.3085,control,LE2,C17
375,4.5755,control,LE2,C17
380,4.714733333,control,LE2,C17
385,4.885933333,control,LE2,C17
390,4.796633333,control,LE2,C17
395,4.551433333,control,LE2,C17
400,4.239266667,control,LE2,C17
405,3.863633333,control,LE2,C17
410,3.547033333,control,LE2,C17
415,3.1704,control,LE2,C17
420,2.8924,control,LE2,C17
425,2.6488,control,LE2,C17
430,2.468733333,control,LE2,C17
435,2.3856,control,LE2,C17
440,2.299666667,control,LE2,C17
445,2.255033333,control,LE2,C17
450,2.2257,control,LE2,C17
455,2.181266667,control,LE2,C17
460,2.148166667,control,LE2,C17
465,2.131566667,control,LE2,C17
470,2.116333333,control,LE2,C17
475,2.0886,control,LE2,C17
480,2.066266667,control,LE2,C17
485,2.044466667,control,LE2,C17
490,2.050666667,control,LE2,C17
495,2.027933333,control,LE2,C17
500,2.000166667,control,LE2,C17
505,1.9782,control,LE2,C17
510,1.943066667,control,LE2,C17
515,1.9263,control,LE2,C17
520,1.896033333,control,LE2,C17
525,1.864366667,control,LE2,C17
530,1.824033333,control,LE2,C17
535,1.8178,control,LE2,C17
540,1.794966667,control,LE2,C17
545,1.7848,control,LE2,C17
550,1.772566667,control,LE2,C17
555,1.7658,control,LE2,C17
560,1.742933333,control,LE2,C17
565,1.728266667,control,LE2,C17
570,1.7201,control,LE2,C17
575,1.707733333,control,LE2,C17
580,1.716333333,control,LE2,C17
585,1.712233333,control,LE2,C17
590,1.6945,control,LE2,C17
595,1.683266667,control,LE2,C17
600,1.6735,control,LE2,C17
605,1.658533333,control,LE2,C17
610,1.631166667,control,LE2,C17
615,1.6394,control,LE2,C17
620,1.628266667,control,LE2,C17
625,1.6219,control,LE2,C17
630,1.620733333,control,LE2,C17
635,1.6152,control,LE2,C17
640,1.6105,control,LE2,C17
645,1.605266667,control,LE2,C17
650,1.596033333,control,LE2,C17
655,1.5831,control,LE2,C17
660,1.576566667,control,LE2,C17
665,1.569833333,control,LE2,C17
670,1.563133333,control,LE2,C17
675,1.555266667,control,LE2,C17
185,1.804733333,control,RE1,C17
190,1.8293,control,RE1,C17
195,1.856566667,control,RE1,C17
200,1.8485,control,RE1,C17
205,1.8628,control,RE1,C17
210,1.8773,control,RE1,C17
215,1.900933333,control,RE1,C17
220,1.9137,control,RE1,C17
225,1.933266667,control,RE1,C17
230,1.921066667,control,RE1,C17
235,1.953866667,control,RE1,C17
240,1.982566667,control,RE1,C17
245,2.003733333,control,RE1,C17
250,2.0395,control,RE1,C17
255,2.055033333,control,RE1,C17
260,2.0595,control,RE1,C17
265,2.0416,control,RE1,C17
270,2.052866667,control,RE1,C17
275,2.0819,control,RE1,C17
280,2.1059,control,RE1,C17
285,2.113,control,RE1,C17
290,2.134633333,control,RE1,C17
295,2.162466667,control,RE1,C17
300,2.184266667,control,RE1,C17
305,2.227833333,control,RE1,C17
310,2.236233333,control,RE1,C17
315,2.2315,control,RE1,C17
320,2.232,control,RE1,C17
325,2.242533333,control,RE1,C17
330,2.277433333,control,RE1,C17
335,2.289033333,control,RE1,C17
340,2.305566667,control,RE1,C17
345,2.3147,control,RE1,C17
350,2.359466667,control,RE1,C17
355,2.394133333,control,RE1,C17
360,2.451033333,control,RE1,C17
365,2.491533333,control,RE1,C17
370,2.5701,control,RE1,C17
375,2.624666667,control,RE1,C17
380,2.7127,control,RE1,C17
385,2.787133333,control,RE1,C17
390,2.8825,control,RE1,C17
395,3.058333333,control,RE1,C17
400,3.194966667,control,RE1,C17
405,3.3741,control,RE1,C17
410,3.5541,control,RE1,C17
415,3.699033333,control,RE1,C17
420,3.830866667,control,RE1,C17
425,3.932466667,control,RE1,C17
430,3.984033333,control,RE1,C17
435,3.949933333,control,RE1,C17
440,3.923966667,control,RE1,C17
445,3.8254,control,RE1,C17
450,3.679566667,control,RE1,C17
455,3.497666667,control,RE1,C17
460,3.355266667,control,RE1,C17
465,3.192166667,control,RE1,C17
470,3.060733333,control,RE1,C17
475,2.966633333,control,RE1,C17
480,2.906966667,control,RE1,C17
485,2.856533333,control,RE1,C17
490,2.808233333,control,RE1,C17
495,2.7475,control,RE1,C17
500,2.688866667,control,RE1,C17
505,2.6295,control,RE1,C17
510,2.546933333,control,RE1,C17
515,2.521633333,control,RE1,C17
520,2.479233333,control,RE1,C17
525,2.4354,control,RE1,C17
530,2.444033333,control,RE1,C17
535,2.4239,control,RE1,C17
540,2.410666667,control,RE1,C17
545,2.414266667,control,RE1,C17
550,2.416033333,control,RE1,C17
555,2.401166667,control,RE1,C17
560,2.3965,control,RE1,C17
565,2.371733333,control,RE1,C17
570,2.352266667,control,RE1,C17
575,2.33,control,RE1,C17
580,2.3065,control,RE1,C17
585,2.2745,control,RE1,C17
590,2.265833333,control,RE1,C17
595,2.2206,control,RE1,C17
600,2.213133333,control,RE1,C17
605,2.185233333,control,RE1,C17
610,2.151566667,control,RE1,C17
615,2.125466667,control,RE1,C17
620,2.0982,control,RE1,C17
625,2.104766667,control,RE1,C17
630,2.0647,control,RE1,C17
635,2.045666667,control,RE1,C17
640,2.038633333,control,RE1,C17
645,2.047333333,control,RE1,C17
650,2.0206,control,RE1,C17
185,2.2523,control,RE2,C17
190,2.2631,control,RE2,C17
195,2.2789,control,RE2,C17
200,2.3014,control,RE2,C17
205,2.3139,control,RE2,C17
210,2.323366667,control,RE2,C17
215,2.318966667,control,RE2,C17
220,2.322166667,control,RE2,C17
225,2.337433333,control,RE2,C17
230,2.371333333,control,RE2,C17
235,2.416833333,control,RE2,C17
240,2.4962,control,RE2,C17
245,2.541966667,control,RE2,C17
250,2.578433333,control,RE2,C17
255,2.6086,control,RE2,C17
260,2.6619,control,RE2,C17
265,2.651466667,control,RE2,C17
270,2.6846,control,RE2,C17
275,2.7185,control,RE2,C17
280,2.745066667,control,RE2,C17
285,2.751,control,RE2,C17
290,2.813966667,control,RE2,C17
295,2.8753,control,RE2,C17
300,2.903133333,control,RE2,C17
305,2.993233333,control,RE2,C17
310,3.0745,control,RE2,C17
315,3.199433333,control,RE2,C17
320,3.313966667,control,RE2,C17
325,3.415033333,control,RE2,C17
330,3.487533333,control,RE2,C17
335,3.559833333,control,RE2,C17
340,3.5514,control,RE2,C17
345,3.5516,control,RE2,C17
350,3.530533333,control,RE2,C17
355,3.4954,control,RE2,C17
360,3.461633333,control,RE2,C17
365,3.432666667,control,RE2,C17
370,3.3922,control,RE2,C17
375,3.399666667,control,RE2,C17
380,3.4025,control,RE2,C17
385,3.419,control,RE2,C17
390,3.443066667,control,RE2,C17
395,3.480766667,control,RE2,C17
400,3.485433333,control,RE2,C17
405,3.463933333,control,RE2,C17
410,3.4327,control,RE2,C17
415,3.381066667,control,RE2,C17
420,3.298666667,control,RE2,C17
425,3.198666667,control,RE2,C17
430,3.105366667,control,RE2,C17
435,3.0445,control,RE2,C17
440,3.0144,control,RE2,C17
445,2.987766667,control,RE2,C17
450,2.971433333,control,RE2,C17
455,2.9512,control,RE2,C17
460,2.938233333,control,RE2,C17
465,2.9163,control,RE2,C17
470,2.936333333,control,RE2,C17
475,2.9633,control,RE2,C17
480,2.9966,control,RE2,C17
485,3.025,control,RE2,C17
490,3.075033333,control,RE2,C17
495,3.1017,control,RE2,C17
500,3.120066667,control,RE2,C17
505,3.127066667,control,RE2,C17
510,3.125466667,control,RE2,C17
515,3.133566667,control,RE2,C17
520,3.116966667,control,RE2,C17
525,3.069833333,control,RE2,C17
530,3.040666667,control,RE2,C17
535,2.973633333,control,RE2,C17
540,2.92,control,RE2,C17
545,2.861766667,control,RE2,C17
550,2.811433333,control,RE2,C17
555,2.749433333,control,RE2,C17
560,2.673,control,RE2,C17
565,2.628933333,control,RE2,C17
570,2.529966667,control,RE2,C17
575,2.440766667,control,RE2,C17
580,2.3599,control,RE2,C17
585,2.2956,control,RE2,C17
590,2.2435,control,RE2,C17
595,2.213533333,control,RE2,C17
600,2.179566667,control,RE2,C17
605,2.161833333,control,RE2,C17
610,2.126833333,control,RE2,C17
615,2.115133333,control,RE2,C17
620,2.095666667,control,RE2,C17
625,2.084866667,control,RE2,C17
630,2.069733333,control,RE2,C17
635,2.049266667,control,RE2,C17
640,2.039966667,control,RE2,C17
645,2.0316,control,RE2,C17
650,2.0277,control,RE2,C17
655,1.992033333,control,RE2,C17
660,2.013633333,control,RE2,C17
665,1.9945,control,RE2,C17
670,1.992566667,control,RE2,C17
675,1.985833333,control,RE2,C17
185,1.505866667,control,LE1,C18
190,1.537533333,control,LE1,C18
195,1.5526,control,LE1,C18
200,1.569566667,control,LE1,C18
205,1.595233333,control,LE1,C18
210,1.6104,control,LE1,C18
215,1.611766667,control,LE1,C18
220,1.622,control,LE1,C18
225,1.650933333,control,LE1,C18
230,1.652033333,control,LE1,C18
235,1.671633333,control,LE1,C18
240,1.655533333,control,LE1,C18
245,1.661933333,control,LE1,C18
250,1.6745,control,LE1,C18
255,1.679966667,control,LE1,C18
260,1.716466667,control,LE1,C18
265,1.722733333,control,LE1,C18
270,1.741233333,control,LE1,C18
275,1.7691,control,LE1,C18
280,1.819466667,control,LE1,C18
285,1.8663,control,LE1,C18
290,1.902033333,control,LE1,C18
295,1.9141,control,LE1,C18
300,1.895233333,control,LE1,C18
305,1.8646,control,LE1,C18
310,1.865766667,control,LE1,C18
315,1.885366667,control,LE1,C18
320,1.8821,control,LE1,C18
325,1.8865,control,LE1,C18
330,1.922033333,control,LE1,C18
335,1.967366667,control,LE1,C18
340,2.060133333,control,LE1,C18
345,2.0796,control,LE1,C18
350,2.118133333,control,LE1,C18
355,2.140033333,control,LE1,C18
360,2.161666667,control,LE1,C18
365,2.118966667,control,LE1,C18
370,2.0997,control,LE1,C18
375,2.1258,control,LE1,C18
380,2.114466667,control,LE1,C18
385,2.125,control,LE1,C18
390,2.1212,control,LE1,C18
395,2.1144,control,LE1,C18
400,2.126866667,control,LE1,C18
405,2.169166667,control,LE1,C18
410,2.199433333,control,LE1,C18
415,2.265,control,LE1,C18
420,2.3459,control,LE1,C18
425,2.4052,control,LE1,C18
430,2.4661,control,LE1,C18
435,2.559533333,control,LE1,C18
440,2.7209,control,LE1,C18
445,2.827933333,control,LE1,C18
450,2.9242,control,LE1,C18
455,3.018366667,control,LE1,C18
460,3.140966667,control,LE1,C18
465,3.2253,control,LE1,C18
470,3.311633333,control,LE1,C18
475,3.425066667,control,LE1,C18
480,3.5588,control,LE1,C18
485,3.675833333,control,LE1,C18
490,3.744833333,control,LE1,C18
495,3.782366667,control,LE1,C18
500,3.8015,control,LE1,C18
505,3.745033333,control,LE1,C18
510,3.5938,control,LE1,C18
515,3.407733333,control,LE1,C18
520,3.188566667,control,LE1,C18
525,3.0095,control,LE1,C18
530,2.883666667,control,LE1,C18
535,2.799133333,control,LE1,C18
540,2.775433333,control,LE1,C18
545,2.697166667,control,LE1,C18
550,2.6193,control,LE1,C18
555,2.551266667,control,LE1,C18
560,2.446866667,control,LE1,C18
565,2.3797,control,LE1,C18
570,2.313766667,control,LE1,C18
575,2.3004,control,LE1,C18
580,2.265466667,control,LE1,C18
585,2.2727,control,LE1,C18
590,2.276633333,control,LE1,C18
595,2.235433333,control,LE1,C18
600,2.228566667,control,LE1,C18
605,2.194166667,control,LE1,C18
610,2.168833333,control,LE1,C18
615,2.143866667,control,LE1,C18
620,2.0967,control,LE1,C18
625,2.072733333,control,LE1,C18
630,2.025033333,control,LE1,C18
635,2.0038,control,LE1,C18
640,1.9714,control,LE1,C18
645,1.9357,control,LE1,C18
650,1.907333333,control,LE1,C18
655,1.895166667,control,LE1,C18
660,1.859466667,control,LE1,C18
665,1.845566667,control,LE1,C18
670,1.820433333,control,LE1,C18
675,1.797066667,control,LE1,C18
185,1.8412,control,LE2,C18
190,1.8341,control,LE2,C18
195,1.833066667,control,LE2,C18
200,1.848533333,control,LE2,C18
205,1.884366667,control,LE2,C18
210,1.926333333,control,LE2,C18
215,1.971533333,control,LE2,C18
220,2.005666667,control,LE2,C18
225,2.039133333,control,LE2,C18
230,2.082433333,control,LE2,C18
235,2.0867,control,LE2,C18
240,2.122433333,control,LE2,C18
245,2.0909,control,LE2,C18
250,2.0864,control,LE2,C18
255,2.0909,control,LE2,C18
260,2.143233333,control,LE2,C18
265,2.160433333,control,LE2,C18
270,2.220733333,control,LE2,C18
275,2.270333333,control,LE2,C18
280,2.3353,control,LE2,C18
285,2.4105,control,LE2,C18
290,2.461633333,control,LE2,C18
295,2.4853,control,LE2,C18
300,2.511733333,control,LE2,C18
305,2.4829,control,LE2,C18
310,2.459033333,control,LE2,C18
315,2.440733333,control,LE2,C18
320,2.435,control,LE2,C18
325,2.4473,control,LE2,C18
330,2.4985,control,LE2,C18
335,2.6037,control,LE2,C18
340,2.7321,control,LE2,C18
345,2.884533333,control,LE2,C18
350,3.074666667,control,LE2,C18
355,3.130666667,control,LE2,C18
360,3.226233333,control,LE2,C18
365,3.221466667,control,LE2,C18
370,3.219133333,control,LE2,C18
375,3.2335,control,LE2,C18
380,3.343766667,control,LE2,C18
385,3.5293,control,LE2,C18
390,3.8203,control,LE2,C18
395,4.142966667,control,LE2,C18
400,4.410566667,control,LE2,C18
405,4.536866667,control,LE2,C18
410,4.633433333,control,LE2,C18
415,4.5902,control,LE2,C18
420,4.528133333,control,LE2,C18
425,4.382633333,control,LE2,C18
430,4.149233333,control,LE2,C18
435,3.864033333,control,LE2,C18
440,3.609566667,control,LE2,C18
445,3.3959,control,LE2,C18
450,3.2244,control,LE2,C18
455,3.110266667,control,LE2,C18
460,3.043133333,control,LE2,C18
465,2.944866667,control,LE2,C18
470,2.8496,control,LE2,C18
475,2.730366667,control,LE2,C18
480,2.653566667,control,LE2,C18
485,2.595833333,control,LE2,C18
490,2.594666667,control,LE2,C18
495,2.5711,control,LE2,C18
500,2.559766667,control,LE2,C18
505,2.5533,control,LE2,C18
510,2.514433333,control,LE2,C18
515,2.4464,control,LE2,C18
520,2.399733333,control,LE2,C18
525,2.3598,control,LE2,C18
530,2.321666667,control,LE2,C18
535,2.260566667,control,LE2,C18
540,2.219333333,control,LE2,C18
545,2.178533333,control,LE2,C18
550,2.1565,control,LE2,C18
555,2.131466667,control,LE2,C18
560,2.108666667,control,LE2,C18
565,2.078466667,control,LE2,C18
570,2.0631,control,LE2,C18
575,2.017566667,control,LE2,C18
580,2.004266667,control,LE2,C18
585,1.998766667,control,LE2,C18
590,1.972833333,control,LE2,C18
595,1.945166667,control,LE2,C18
600,1.937266667,control,LE2,C18
605,1.942633333,control,LE2,C18
610,1.9332,control,LE2,C18
615,1.9237,control,LE2,C18
620,1.902366667,control,LE2,C18
625,1.915766667,control,LE2,C18
630,1.898166667,control,LE2,C18
635,1.885866667,control,LE2,C18
640,1.880033333,control,LE2,C18
645,1.857966667,control,LE2,C18
650,1.849933333,control,LE2,C18
655,1.828,control,LE2,C18
660,1.829266667,control,LE2,C18
665,1.8277,control,LE2,C18
670,1.818466667,control,LE2,C18
675,1.816233333,control,LE2,C18
185,1.6169,control,RE1,C18
190,1.629933333,control,RE1,C18
195,1.6406,control,RE1,C18
200,1.669033333,control,RE1,C18
205,1.680933333,control,RE1,C18
210,1.701866667,control,RE1,C18
215,1.729633333,control,RE1,C18
220,1.747266667,control,RE1,C18
225,1.769633333,control,RE1,C18
230,1.789733333,control,RE1,C18
235,1.797033333,control,RE1,C18
240,1.7867,control,RE1,C18
245,1.808633333,control,RE1,C18
250,1.8348,control,RE1,C18
255,1.8643,control,RE1,C18
260,1.875866667,control,RE1,C18
265,1.899633333,control,RE1,C18
270,1.923033333,control,RE1,C18
275,1.935266667,control,RE1,C18
280,1.9565,control,RE1,C18
285,1.998566667,control,RE1,C18
290,2.048033333,control,RE1,C18
295,2.0845,control,RE1,C18
300,2.0958,control,RE1,C18
305,2.102366667,control,RE1,C18
310,2.1113,control,RE1,C18
315,2.097033333,control,RE1,C18
320,2.095633333,control,RE1,C18
325,2.1075,control,RE1,C18
330,2.0917,control,RE1,C18
335,2.109433333,control,RE1,C18
340,2.100233333,control,RE1,C18
345,2.1462,control,RE1,C18
350,2.2323,control,RE1,C18
355,2.317666667,control,RE1,C18
360,2.414666667,control,RE1,C18
365,2.498833333,control,RE1,C18
370,2.5406,control,RE1,C18
375,2.527466667,control,RE1,C18
380,2.540266667,control,RE1,C18
385,2.549666667,control,RE1,C18
390,2.586133333,control,RE1,C18
395,2.6452,control,RE1,C18
400,2.779833333,control,RE1,C18
405,2.921666667,control,RE1,C18
410,3.0267,control,RE1,C18
415,3.089166667,control,RE1,C18
420,3.145133333,control,RE1,C18
425,3.1662,control,RE1,C18
430,3.139233333,control,RE1,C18
435,3.034033333,control,RE1,C18
440,3.026066667,control,RE1,C18
445,3.058966667,control,RE1,C18
450,3.241633333,control,RE1,C18
455,3.454133333,control,RE1,C18
460,3.688033333,control,RE1,C18
465,3.8751,control,RE1,C18
470,4.028166667,control,RE1,C18
475,4.069166667,control,RE1,C18
480,4.073833333,control,RE1,C18
485,3.971533333,control,RE1,C18
490,3.772133333,control,RE1,C18
495,3.565033333,control,RE1,C18
500,3.351033333,control,RE1,C18
505,3.225966667,control,RE1,C18
510,3.1321,control,RE1,C18
515,3.055433333,control,RE1,C18
520,2.976,control,RE1,C18
525,2.889366667,control,RE1,C18
530,2.897666667,control,RE1,C18
535,2.911566667,control,RE1,C18
540,2.957733333,control,RE1,C18
545,2.896833333,control,RE1,C18
550,2.836466667,control,RE1,C18
555,2.675733333,control,RE1,C18
560,2.633633333,control,RE1,C18
565,2.570166667,control,RE1,C18
570,2.543733333,control,RE1,C18
575,2.4753,control,RE1,C18
580,2.3991,control,RE1,C18
585,2.332833333,control,RE1,C18
590,2.194066667,control,RE1,C18
595,2.120266667,control,RE1,C18
600,2.069166667,control,RE1,C18
605,2.037033333,control,RE1,C18
610,1.9965,control,RE1,C18
615,1.974366667,control,RE1,C18
620,1.941533333,control,RE1,C18
625,1.941466667,control,RE1,C18
630,1.901066667,control,RE1,C18
635,1.880733333,control,RE1,C18
640,1.841933333,control,RE1,C18
645,1.830333333,control,RE1,C18
650,1.820666667,control,RE1,C18
655,1.804033333,control,RE1,C18
660,1.7908,control,RE1,C18
665,1.7907,control,RE1,C18
670,1.794533333,control,RE1,C18
675,1.7753,control,RE1,C18
185,2.0133,control,RE2,C18
190,2.051166667,control,RE2,C18
195,2.068566667,control,RE2,C18
200,2.109633333,control,RE2,C18
205,2.133033333,control,RE2,C18
210,2.1814,control,RE2,C18
215,2.210266667,control,RE2,C18
220,2.266966667,control,RE2,C18
225,2.3109,control,RE2,C18
230,2.372833333,control,RE2,C18
235,2.4092,control,RE2,C18
240,2.467666667,control,RE2,C18
245,2.5447,control,RE2,C18
250,2.607633333,control,RE2,C18
255,2.6944,control,RE2,C18
260,2.746633333,control,RE2,C18
265,2.764466667,control,RE2,C18
270,2.7814,control,RE2,C18
275,2.801566667,control,RE2,C18
280,2.791266667,control,RE2,C18
285,2.791033333,control,RE2,C18
290,2.809733333,control,RE2,C18
295,2.891333333,control,RE2,C18
300,2.939266667,control,RE2,C18
305,2.964766667,control,RE2,C18
310,3.029033333,control,RE2,C18
315,3.123866667,control,RE2,C18
320,3.244266667,control,RE2,C18
325,3.331366667,control,RE2,C18
330,3.2935,control,RE2,C18
335,3.1699,control,RE2,C18
340,3.177433333,control,RE2,C18
345,3.346233333,control,RE2,C18
350,3.639666667,control,RE2,C18
355,3.9613,control,RE2,C18
360,4.2518,control,RE2,C18
365,4.395,control,RE2,C18
370,4.419566667,control,RE2,C18
375,4.299566667,control,RE2,C18
380,4.0832,control,RE2,C18
385,3.8614,control,RE2,C18
390,3.705133333,control,RE2,C18
395,3.7609,control,RE2,C18
400,3.915566667,control,RE2,C18
405,4.153033333,control,RE2,C18
410,4.347366667,control,RE2,C18
415,4.516666667,control,RE2,C18
420,4.6409,control,RE2,C18
425,4.7201,control,RE2,C18
430,4.7747,control,RE2,C18
435,4.785,control,RE2,C18
440,4.740333333,control,RE2,C18
445,4.669533333,control,RE2,C18
450,4.575766667,control,RE2,C18
455,4.520333333,control,RE2,C18
460,4.459166667,control,RE2,C18
465,4.3427,control,RE2,C18
470,4.204166667,control,RE2,C18
475,4.078433333,control,RE2,C18
480,3.956066667,control,RE2,C18
485,3.810566667,control,RE2,C18
490,3.657333333,control,RE2,C18
495,3.506066667,control,RE2,C18
500,3.349166667,control,RE2,C18
505,3.212266667,control,RE2,C18
510,3.103466667,control,RE2,C18
515,3.021266667,control,RE2,C18
520,2.933833333,control,RE2,C18
525,2.871933333,control,RE2,C18
530,2.8172,control,RE2,C18
535,2.7634,control,RE2,C18
540,2.714333333,control,RE2,C18
545,2.671166667,control,RE2,C18
550,2.616633333,control,RE2,C18
555,2.5602,control,RE2,C18
560,2.526233333,control,RE2,C18
565,2.480466667,control,RE2,C18
570,2.430066667,control,RE2,C18
575,2.377933333,control,RE2,C18
580,2.3071,control,RE2,C18
585,2.2755,control,RE2,C18
590,2.218766667,control,RE2,C18
595,2.159233333,control,RE2,C18
600,2.1396,control,RE2,C18
605,2.1121,control,RE2,C18
610,2.093733333,control,RE2,C18
615,2.072233333,control,RE2,C18
620,2.0676,control,RE2,C18
625,2.045333333,control,RE2,C18
630,2.039033333,control,RE2,C18
635,2.023733333,control,RE2,C18
640,2.009,control,RE2,C18
645,2.000266667,control,RE2,C18
650,1.9867,control,RE2,C18
655,1.9533,control,RE2,C18
660,1.936766667,control,RE2,C18
665,1.9373,control,RE2,C18
670,1.906466667,control,RE2,C18
675,1.9042,control,RE2,C18
185,1.8609,control,LE1,C19
190,1.8719,control,LE1,C19
195,1.885333333,control,LE1,C19
200,1.8919,control,LE1,C19
205,1.9019,control,LE1,C19
210,1.9192,control,LE1,C19
215,1.934333333,control,LE1,C19
220,1.943066667,control,LE1,C19
225,1.986666667,control,LE1,C19
230,2.037166667,control,LE1,C19
235,2.110433333,control,LE1,C19
240,2.127866667,control,LE1,C19
245,2.159066667,control,LE1,C19
250,2.1731,control,LE1,C19
