wavelength,absolute_irradiance,arena,light_environment
919.83,0.07,vertical,bright
920.201,0.15,vertical,bright
920.571,0.09,vertical,bright
920.942,0.06,vertical,bright
921.312,-0.04,vertical,bright
921.683,-0.04,vertical,bright
922.053,0.06,vertical,bright
922.423,0.08,vertical,bright
922.794,0.21,vertical,bright
923.164,-0.07,vertical,bright
923.534,0.09,vertical,bright
923.904,0.05,vertical,bright
924.274,0.15,vertical,bright
924.644,-0.05,vertical,bright
925.014,0.14,vertical,bright
925.384,0.1,vertical,bright
925.753,0.12,vertical,bright
926.123,0.12,vertical,bright
926.493,-0.25,vertical,bright
926.862,0.08,vertical,bright
927.232,0.14,vertical,bright
927.601,0.06,vertical,bright
927.97,0.09,vertical,bright
928.34,-0.09,vertical,bright
928.709,0.11,vertical,bright
929.078,0.31,vertical,bright
929.447,-0.2,vertical,bright
929.816,-0.22,vertical,bright
930.185,0.06,vertical,bright
930.554,-0.11,vertical,bright
930.923,-0.04,vertical,bright
931.292,0.31,vertical,bright
931.661,0.07,vertical,bright
932.03,0.17,vertical,bright
932.398,0.09,vertical,bright
932.767,2.37,vertical,bright
933.135,0.3,vertical,bright
933.504,0.13,vertical,bright
933.872,0.16,vertical,bright
934.24,-0.15,vertical,bright
934.609,0.13,vertical,bright
934.977,0.07,vertical,bright
935.345,0.14,vertical,bright
935.713,-0.03,vertical,bright
936.081,-0.15,vertical,bright
936.449,0.34,vertical,bright
936.817,0.02,vertical,bright
937.185,0.2,vertical,bright
937.553,0.01,vertical,bright
937.92,0.06,vertical,bright
938.288,0.16,vertical,bright
938.656,0.1,vertical,bright
939.023,-0.05,vertical,bright
939.391,0.01,vertical,bright
939.758,-0.11,vertical,bright
940.125,0.08,vertical,bright
940.493,-0.29,vertical,bright
940.86,0.1,vertical,bright
941.227,-0.05,vertical,bright
941.594,-0.03,vertical,bright
941.961,-0.19,vertical,bright
942.328,0.09,vertical,bright
942.695,0.54,vertical,bright
943.062,-0.21,vertical,bright
943.429,-0.16,vertical,bright
943.795,-0.06,vertical,bright
944.162,-0.26,vertical,bright
944.529,0.12,vertical,bright
944.895,0.24,vertical,bright
945.262,-0.33,vertical,bright
945.628,0.39,vertical,bright
945.994,-0.05,vertical,bright
946.361,-0.07,vertical,bright
946.727,0.05,vertical,bright
947.093,0.2,vertical,bright
947.459,-0.16,vertical,bright
947.825,0.27,vertical,bright
948.191,0.65,vertical,bright
948.557,-0.01,vertical,bright
948.923,0.02,vertical,bright
949.289,0.12,vertical,bright
949.655,0.13,vertical,bright
950.02,-0.48,vertical,bright
950.386,0.21,vertical,bright
950.752,0.04,vertical,bright
951.117,0.4,vertical,bright
951.482,0.16,vertical,bright
951.848,0.5,vertical,bright
952.213,0.24,vertical,bright
952.578,-0.2,vertical,bright
952.944,-0.01,vertical,bright
953.309,0.01,vertical,bright
953.674,0.28,vertical,bright
954.039,0.08,vertical,bright
954.404,0.32,vertical,bright
954.769,0.13,vertical,bright
955.133,0.26,vertical,bright
955.498,0.02,vertical,bright
955.863,0.16,vertical,bright
956.227,0.15,vertical,bright
956.592,0.62,vertical,bright
956.957,-0.11,vertical,bright
957.321,0.27,vertical,bright
957.685,-0.04,vertical,bright
958.05,-0.23,vertical,bright
958.414,0.17,vertical,bright
958.778,0.26,vertical,bright
959.142,0.11,vertical,bright
959.506,-0.23,vertical,bright
959.87,0.24,vertical,bright
960.234,0.3,vertical,bright
960.598,0.04,vertical,bright
960.962,0.07,vertical,bright
961.326,0.54,vertical,bright
961.689,0.03,vertical,bright
962.053,0.7,vertical,bright
962.417,-0.06,vertical,bright
962.78,0.02,vertical,bright
963.144,0.22,vertical,bright
963.507,0.06,vertical,bright
963.87,-0.11,vertical,bright
964.234,0.03,vertical,bright
964.597,-0.29,vertical,bright
964.96,0.29,vertical,bright
965.323,-0.47,vertical,bright
965.686,0.13,vertical,bright
966.049,-0.21,vertical,bright
966.412,0.06,vertical,bright
966.775,0.25,vertical,bright
967.138,0.25,vertical,bright
967.5,-0.08,vertical,bright
967.863,0.28,vertical,bright
968.226,0.12,vertical,bright
968.588,-0.33,vertical,bright
968.951,0.37,vertical,bright
969.313,-0.27,vertical,bright
969.675,0.07,vertical,bright
970.038,-0.28,vertical,bright
970.4,-0.36,vertical,bright
970.762,-0.11,vertical,bright
971.124,0.31,vertical,bright
971.486,0.22,vertical,bright
971.848,0.05,vertical,bright
972.21,0.34,vertical,bright
972.572,0.23,vertical,bright
972.934,-0.26,vertical,bright
973.295,0.2,vertical,bright
973.657,0.05,vertical,bright
974.018,-0.28,vertical,bright
974.38,-0.02,vertical,bright
974.741,-0.31,vertical,bright
975.103,0.12,vertical,bright
975.464,0.14,vertical,bright
975.826,0.02,vertical,bright
976.187,0.03,vertical,bright
976.548,0.21,vertical,bright
976.909,0.18,vertical,bright
977.27,-0.49,vertical,bright
977.631,0.74,vertical,bright
977.992,-0.26,vertical,bright
978.353,-0.01,vertical,bright
978.714,0.45,vertical,bright
979.074,0.35,vertical,bright
979.435,0,vertical,bright
979.796,0.6,vertical,bright
980.156,0.46,vertical,bright
980.517,0.44,vertical,bright
980.877,0.23,vertical,bright
981.237,0.18,vertical,bright
981.598,0.44,vertical,bright
981.958,0.36,vertical,bright
982.318,0.01,vertical,bright
982.678,0.11,vertical,bright
983.038,0.11,vertical,bright
983.398,-0.53,vertical,bright
983.758,0.38,vertical,bright
984.118,0.23,vertical,bright
984.478,0.79,vertical,bright
984.837,0.23,vertical,bright
985.197,0.21,vertical,bright
985.557,0.65,vertical,bright
985.916,-0.03,vertical,bright
986.276,0.24,vertical,bright
986.635,0.25,vertical,bright
986.994,0.36,vertical,bright
987.354,0.11,vertical,bright
987.713,-0.13,vertical,bright
988.072,0.6,vertical,bright
988.431,-0.33,vertical,bright
988.79,0.92,vertical,bright
989.149,-0.28,vertical,bright
989.508,0.31,vertical,bright
989.867,-0.6,vertical,bright
990.226,1.04,vertical,bright
990.585,0.35,vertical,bright
990.943,0.38,vertical,bright
991.302,-0.18,vertical,bright
991.66,0.75,vertical,bright
992.019,0.24,vertical,bright
992.377,0.85,vertical,bright
992.736,0.14,vertical,bright
993.094,0.14,vertical,bright
993.452,-0.08,vertical,bright
993.81,0.54,vertical,bright
994.168,-0.47,vertical,bright
994.526,0.52,vertical,bright
994.884,0.18,vertical,bright
995.242,0.44,vertical,bright
995.6,-0.27,vertical,bright
995.958,0.35,vertical,bright
996.316,0.19,vertical,bright
996.673,0,vertical,bright
997.031,-0.36,vertical,bright
997.389,-0.85,vertical,bright
997.746,0.44,vertical,bright
998.104,0.5,vertical,bright
998.461,0.67,vertical,bright
998.818,-0.11,vertical,bright
999.175,-0.06,vertical,bright
999.533,-0.3,vertical,bright
999.89,0.53,vertical,bright
1000.247,-0.05,vertical,bright
1000.604,0,vertical,bright
1000.961,-0.26,vertical,bright
1001.318,-0.49,vertical,bright
1001.674,-0.21,vertical,bright
1002.031,0.1,vertical,bright
1002.388,-0.31,vertical,bright
1002.744,0.45,vertical,bright
1003.101,-0.3,vertical,bright
1003.457,0.97,vertical,bright
1003.814,2.15,vertical,bright
1004.17,0.38,vertical,bright
1004.526,0.12,vertical,bright
1004.883,0.63,vertical,bright
1005.239,0.56,vertical,bright
1005.595,0.2,vertical,bright
1005.951,0.34,vertical,bright
1006.307,-0.59,vertical,bright
1006.663,0.93,vertical,bright
1007.019,1.19,vertical,bright
1007.375,1.4,vertical,bright
1007.73,1.28,vertical,bright
1008.086,0.56,vertical,bright
1008.442,-0.16,vertical,bright
1008.797,-0.23,vertical,bright
1009.153,-0.88,vertical,bright
1009.508,-1.32,vertical,bright
1009.863,-0.82,vertical,bright
1010.219,0.79,vertical,bright
1010.574,1.48,vertical,bright
1010.929,0.73,vertical,bright
1011.284,0.52,vertical,bright
1011.639,-0.76,vertical,bright
1011.994,1.54,vertical,bright
1012.349,-0.12,vertical,bright
1012.704,0.06,vertical,bright
1013.059,0.38,vertical,bright
1013.413,0.18,vertical,bright
1013.768,1.47,vertical,bright
1014.123,-0.39,vertical,bright
1014.477,-1.21,vertical,bright
1014.832,0.22,vertical,bright
1015.186,0.31,vertical,bright
1015.541,0.39,vertical,bright
1015.895,0.29,vertical,bright
1016.249,-1.09,vertical,bright
1016.603,1.79,vertical,bright
1016.957,0.57,vertical,bright
1017.311,0.81,vertical,bright
1017.665,0.89,vertical,bright
1018.019,-0.62,vertical,bright
1018.373,0.03,vertical,bright
1018.727,0.87,vertical,bright
1019.081,2.17,vertical,bright
1019.434,2.52,vertical,bright
1019.788,0.92,vertical,bright
1020.141,-1.45,vertical,bright
1020.495,-0.9,vertical,bright
1020.848,0.25,vertical,bright
1021.202,0.14,vertical,bright
1021.555,0.71,vertical,bright
1021.908,0.85,vertical,bright
1022.261,1.19,vertical,bright
1022.614,-1.43,vertical,bright
1022.968,1.75,vertical,bright
1023.32,2.82,vertical,bright
1023.673,1.46,vertical,bright
1024.026,0.22,vertical,bright
1024.379,-0.08,vertical,bright
1024.732,0.74,vertical,bright
1025.084,0.5,vertical,bright
1025.437,0.87,vertical,bright
1025.79,1.22,vertical,bright
1026.142,-0.62,vertical,bright
1026.494,0.63,vertical,bright
1026.847,0.24,vertical,bright
1027.199,2.43,vertical,bright
1027.551,0.98,vertical,bright
1027.903,0.09,vertical,bright
1028.256,1.28,vertical,bright
1028.608,0.51,vertical,bright
1028.96,0.39,vertical,bright
1029.311,-1.25,vertical,bright
1029.663,0.03,vertical,bright
1030.015,0.87,vertical,bright
1030.367,1.1,vertical,bright
1030.718,1.08,vertical,bright
1031.07,1.15,vertical,bright
1031.422,2.11,vertical,bright
1031.773,-1.97,vertical,bright
1032.124,3.78,vertical,bright
1032.476,3.78,vertical,bright
1032.827,3.78,vertical,bright
189.549,0,vertical,dark
190.018,0,vertical,dark
190.487,0,vertical,dark
190.955,0,vertical,dark
191.424,0,vertical,dark
191.893,0,vertical,dark
192.361,0,vertical,dark
192.83,0,vertical,dark
193.299,0,vertical,dark
193.767,0,vertical,dark
194.235,0,vertical,dark
194.704,0,vertical,dark
195.172,0,vertical,dark
195.64,0,vertical,dark
196.109,0,vertical,dark
196.577,0,vertical,dark
197.045,0,vertical,dark
197.513,0,vertical,dark
197.981,0,vertical,dark
198.449,0,vertical,dark
198.917,0,vertical,dark
199.385,0,vertical,dark
199.853,0,vertical,dark
200.32,-0.07,vertical,dark
200.788,0.01,vertical,dark
201.256,0.08,vertical,dark
201.723,-0.09,vertical,dark
202.191,0,vertical,dark
202.658,0.04,vertical,dark
203.126,-0.03,vertical,dark
203.593,0.03,vertical,dark
204.061,0.03,vertical,dark
204.528,-0.07,vertical,dark
204.995,0.05,vertical,dark
205.462,-0.07,vertical,dark
205.929,0.03,vertical,dark
206.396,-0.01,vertical,dark
206.863,0.05,vertical,dark
207.33,-0.02,vertical,dark
207.797,-0.03,vertical,dark
208.264,-0.05,vertical,dark
208.731,0.05,vertical,dark
209.198,0.06,vertical,dark
209.665,0.01,vertical,dark
210.131,0.02,vertical,dark
210.598,0.04,vertical,dark
211.064,0.02,vertical,dark
211.531,0.04,vertical,dark
211.997,0.01,vertical,dark
212.464,-0.01,vertical,dark
212.93,-0.02,vertical,dark
213.396,0.03,vertical,dark
213.863,-0.01,vertical,dark
214.329,0.02,vertical,dark
214.795,0.01,vertical,dark
215.261,0.03,vertical,dark
215.727,0.02,vertical,dark
216.193,1.32,vertical,dark
216.659,0.11,vertical,dark
217.125,0.01,vertical,dark
217.591,-0.01,vertical,dark
218.056,0.04,vertical,dark
218.522,0.01,vertical,dark
218.988,0,vertical,dark
219.453,0.03,vertical,dark
219.919,0.01,vertical,dark
220.385,-0.01,vertical,dark
220.85,0,vertical,dark
221.315,0.04,vertical,dark
221.781,0,vertical,dark
222.246,0.01,vertical,dark
222.711,-0.01,vertical,dark
223.176,-0.01,vertical,dark
223.642,0.02,vertical,dark
224.107,-0.03,vertical,dark
224.572,0.01,vertical,dark
225.037,0.02,vertical,dark
225.502,0.02,vertical,dark
225.967,0.01,vertical,dark
226.431,0.01,vertical,dark
226.896,0,vertical,dark
227.361,-0.03,vertical,dark
227.826,0.01,vertical,dark
228.29,0.01,vertical,dark
228.755,0.02,vertical,dark
229.219,-0.02,vertical,dark
229.684,0,vertical,dark
230.148,0,vertical,dark
230.612,0.01,vertical,dark
231.077,0.01,vertical,dark
231.541,0,vertical,dark
232.005,0,vertical,dark
232.469,0,vertical,dark
232.933,0.01,vertical,dark
233.398,-0.01,vertical,dark
233.862,0,vertical,dark
234.325,0.01,vertical,dark
234.789,0,vertical,dark
235.253,0,vertical,dark
235.717,0,vertical,dark
236.181,0,vertical,dark
236.644,0,vertical,dark
237.108,-0.01,vertical,dark
237.572,0,vertical,dark
238.035,0,vertical,dark
238.499,-0.01,vertical,dark
238.962,0,vertical,dark
239.425,0,vertical,dark
239.889,0.01,vertical,dark
240.352,0,vertical,dark
240.815,0,vertical,dark
241.278,0.01,vertical,dark
241.741,0,vertical,dark
242.204,0,vertical,dark
242.667,0.01,vertical,dark
243.13,0.01,vertical,dark
243.593,-0.01,vertical,dark
244.056,0.01,vertical,dark
244.519,0.01,vertical,dark
244.981,0,vertical,dark
245.444,0,vertical,dark
245.907,0.01,vertical,dark
246.369,0,vertical,dark
246.832,0,vertical,dark
247.294,-0.01,vertical,dark
247.757,-0.01,vertical,dark
248.219,0,vertical,dark
248.681,0,vertical,dark
249.144,0.01,vertical,dark
249.606,0.01,vertical,dark
250.068,0,vertical,dark
250.53,0.01,vertical,dark
250.992,0,vertical,dark
251.454,-0.01,vertical,dark
251.916,0,vertical,dark
252.378,-0.01,vertical,dark
252.84,0,vertical,dark
253.302,0.01,vertical,dark
253.763,0,vertical,dark
254.225,0,vertical,dark
254.687,-0.01,vertical,dark
255.148,0,vertical,dark
255.61,0,vertical,dark
256.071,0,vertical,dark
256.533,0,vertical,dark
256.994,0,vertical,dark
257.455,-0.01,vertical,dark
257.916,0,vertical,dark
258.378,0,vertical,dark
258.839,0,vertical,dark
259.3,0,vertical,dark
259.761,0.01,vertical,dark
260.222,0,vertical,dark
260.683,0,vertical,dark
261.144,0,vertical,dark
261.605,-0.01,vertical,dark
262.065,0,vertical,dark
262.526,0,vertical,dark
262.987,0,vertical,dark
263.447,0,vertical,dark
263.908,0,vertical,dark
264.368,0,vertical,dark
264.829,0,vertical,dark
265.289,0,vertical,dark
265.75,0,vertical,dark
266.21,0,vertical,dark
266.67,0.01,vertical,dark
267.13,0,vertical,dark
267.591,0,vertical,dark
268.051,0,vertical,dark
268.511,0,vertical,dark
268.971,0,vertical,dark
269.431,0,vertical,dark
269.89,0,vertical,dark
270.35,0,vertical,dark
270.81,0,vertical,dark
271.27,0,vertical,dark
271.729,0,vertical,dark
272.189,0,vertical,dark
272.649,0,vertical,dark
273.108,0,vertical,dark
273.568,0,vertical,dark
274.027,0,vertical,dark
274.486,0,vertical,dark
274.946,0,vertical,dark
275.405,0,vertical,dark
275.864,0,vertical,dark
276.323,0,vertical,dark
276.782,0,vertical,dark
277.241,0,vertical,dark
277.7,0,vertical,dark
278.159,0,vertical,dark
278.618,0,vertical,dark
279.077,0.01,vertical,dark
279.536,0,vertical,dark
279.994,0,vertical,dark
280.453,0,vertical,dark
280.912,-0.01,vertical,dark
281.37,0,vertical,dark
281.829,0.01,vertical,dark
282.287,-0.01,vertical,dark
282.746,0,vertical,dark
283.204,0,vertical,dark
283.662,-0.01,vertical,dark
284.12,0,vertical,dark
284.579,-0.01,vertical,dark
285.037,0,vertical,dark
285.495,0,vertical,dark
285.953,0,vertical,dark
286.411,0,vertical,dark
286.869,0,vertical,dark
287.327,0,vertical,dark
287.784,0.01,vertical,dark
288.242,0,vertical,dark
288.7,0,vertical,dark
289.157,0,vertical,dark
289.615,0,vertical,dark
290.073,0,vertical,dark
290.53,0,vertical,dark
290.988,0,vertical,dark
291.445,0,vertical,dark
291.902,0,vertical,dark
292.36,0,vertical,dark
292.817,0,vertical,dark
293.274,0,vertical,dark
293.731,0,vertical,dark
294.188,0,vertical,dark
294.645,0,vertical,dark
295.102,0,vertical,dark
295.559,0,vertical,dark
296.016,0,vertical,dark
296.473,0,vertical,dark
296.929,0,vertical,dark
297.386,0,vertical,dark
297.843,0,vertical,dark
298.299,0,vertical,dark
298.756,0,vertical,dark
299.212,0,vertical,dark
299.669,0,vertical,dark
300.125,0,vertical,dark
300.581,0,vertical,dark
301.038,0,vertical,dark
301.494,0,vertical,dark
301.95,0,vertical,dark
302.406,0,vertical,dark
302.862,0,vertical,dark
303.318,0,vertical,dark
303.774,0,vertical,dark
304.23,0,vertical,dark
304.686,0,vertical,dark
305.142,0,vertical,dark
305.597,0,vertical,dark
306.053,0,vertical,dark
306.509,0.01,vertical,dark
306.964,0,vertical,dark
307.42,0,vertical,dark
307.875,0,vertical,dark
308.331,0,vertical,dark
308.786,0,vertical,dark
309.241,0,vertical,dark
309.697,0,vertical,dark
310.152,0,vertical,dark
310.607,0,vertical,dark
311.062,0,vertical,dark
311.517,0,vertical,dark
311.972,0,vertical,dark
312.427,0,vertical,dark
312.882,0,vertical,dark
313.337,0,vertical,dark
313.791,0,vertical,dark
314.246,0,vertical,dark
314.701,0,vertical,dark
315.155,0,vertical,dark
315.61,0,vertical,dark
316.065,0,vertical,dark
316.519,0,vertical,dark
316.973,0,vertical,dark
317.428,0,vertical,dark
317.882,0,vertical,dark
318.336,0,vertical,dark
318.79,0,vertical,dark
319.245,0,vertical,dark
319.699,0,vertical,dark
320.153,0,vertical,dark
320.607,0,vertical,dark
321.061,0,vertical,dark
321.514,0,vertical,dark
321.968,0,vertical,dark
322.422,0,vertical,dark
322.876,0,vertical,dark
323.329,0,vertical,dark
323.783,0,vertical,dark
324.236,0,vertical,dark
324.69,0,vertical,dark
325.143,0,vertical,dark
325.597,0,vertical,dark
326.05,0,vertical,dark
326.503,0,vertical,dark
326.957,0,vertical,dark
327.41,0,vertical,dark
327.863,0,vertical,dark
328.316,0,vertical,dark
328.769,0,vertical,dark
329.222,0,vertical,dark
329.675,0,vertical,dark
330.128,0,vertical,dark
330.58,0,vertical,dark
331.033,0,vertical,dark
331.486,0,vertical,dark
331.938,0,vertical,dark
332.391,0,vertical,dark
332.844,0,vertical,dark
333.296,0,vertical,dark
333.748,0,vertical,dark
334.201,0,vertical,dark
334.653,0,vertical,dark
335.105,0,vertical,dark
335.558,0,vertical,dark
336.01,0,vertical,dark
336.462,0,vertical,dark
336.914,0,vertical,dark
337.366,0,vertical,dark
337.818,0,vertical,dark
338.27,0,vertical,dark
338.721,0,vertical,dark
339.173,0,vertical,dark
339.625,0,vertical,dark
340.077,0,vertical,dark
340.528,0,vertical,dark
340.98,0,vertical,dark
341.431,0,vertical,dark
341.883,0,vertical,dark
342.334,0,vertical,dark
342.785,0,vertical,dark
343.237,0,vertical,dark
343.688,0,vertical,dark
344.139,0,vertical,dark
344.59,0,vertical,dark
345.041,0,vertical,dark
345.492,0,vertical,dark
345.943,0,vertical,dark
346.394,0,vertical,dark
346.845,0,vertical,dark
347.296,0,vertical,dark
347.747,0,vertical,dark
348.197,0,vertical,dark
348.648,0,vertical,dark
349.099,0,vertical,dark
349.549,0,vertical,dark
350,0,vertical,dark
350.45,0,vertical,dark
350.9,0,vertical,dark
351.351,0,vertical,dark
351.801,0,vertical,dark
352.251,0,vertical,dark
352.701,0,vertical,dark
353.151,0,vertical,dark
353.601,0,vertical,dark
354.051,0,vertical,dark
354.501,0,vertical,dark
354.951,0,vertical,dark
355.401,0,vertical,dark
355.851,0,vertical,dark
356.301,0,vertical,dark
356.75,0,vertical,dark
357.2,0,vertical,dark
357.649,0,vertical,dark
358.099,0,vertical,dark
358.548,0,vertical,dark
358.998,0,vertical,dark
359.447,0,vertical,dark
359.896,0,vertical,dark
360.346,0,vertical,dark
360.795,0,vertical,dark
361.244,0,vertical,dark
361.693,0,vertical,dark
362.142,0,vertical,dark
362.591,0,vertical,dark
363.04,0,vertical,dark
363.489,0,vertical,dark
363.938,0,vertical,dark
364.386,0,vertical,dark
364.835,0,vertical,dark
365.284,0,vertical,dark
365.732,0,vertical,dark
366.181,0,vertical,dark
366.629,0,vertical,dark
367.078,0,vertical,dark
367.526,0,vertical,dark
367.975,0,vertical,dark
368.423,0,vertical,dark
368.871,0,vertical,dark
369.319,0,vertical,dark
369.767,0,vertical,dark
370.215,0,vertical,dark
370.663,0,vertical,dark
371.111,0,vertical,dark
371.559,0,vertical,dark
372.007,0,vertical,dark
372.455,0,vertical,dark
372.902,0,vertical,dark
373.35,0,vertical,dark
373.798,0,vertical,dark
374.245,0,vertical,dark
374.693,0,vertical,dark
375.14,0,vertical,dark
375.588,0,vertical,dark
376.035,0,vertical,dark
376.482,0,vertical,dark
376.93,0,vertical,dark
377.377,0,vertical,dark
377.824,0,vertical,dark
378.271,0,vertical,dark
378.718,0,vertical,dark
379.165,0,vertical,dark
379.612,0.01,vertical,dark
380.059,0,vertical,dark
380.505,0,vertical,dark
380.952,0,vertical,dark
381.399,0,vertical,dark
381.846,0,vertical,dark
382.292,0,vertical,dark
382.739,0,vertical,dark
383.185,0,vertical,dark
383.632,0,vertical,dark
384.078,0,vertical,dark
384.524,0,vertical,dark
384.971,0,vertical,dark
385.417,0,vertical,dark
385.863,0,vertical,dark
386.309,0,vertical,dark
386.755,0,vertical,dark
387.201,0,vertical,dark
387.647,0,vertical,dark
388.093,0,vertical,dark
388.539,0,vertical,dark
388.984,0,vertical,dark
389.43,0,vertical,dark
389.876,0,vertical,dark
390.321,0,vertical,dark
390.767,0,vertical,dark
391.212,0,vertical,dark
391.658,0,vertical,dark
392.103,0,vertical,dark
392.549,0,vertical,dark
392.994,0,vertical,dark
393.439,0,vertical,dark
393.884,0,vertical,dark
394.329,0,vertical,dark
394.775,0,vertical,dark
395.22,0,vertical,dark
395.664,0,vertical,dark
396.109,0,vertical,dark
396.554,0,vertical,dark
396.999,0,vertical,dark
397.444,0,vertical,dark
397.888,0,vertical,dark
398.333,0,vertical,dark
398.778,0,vertical,dark
399.222,0,vertical,dark
399.667,0,vertical,dark
400.111,0,vertical,dark
400.555,0,vertical,dark
401,0,vertical,dark
401.444,0,vertical,dark
401.888,0,vertical,dark
402.332,0,vertical,dark
402.776,0,vertical,dark
403.22,0,vertical,dark
403.664,0,vertical,dark
404.108,0,vertical,dark
404.552,0,vertical,dark
404.996,0,vertical,dark
405.44,0,vertical,dark
405.883,0,vertical,dark
406.327,0,vertical,dark
406.771,0,vertical,dark
407.214,0,vertical,dark
407.658,0,vertical,dark
408.101,0,vertical,dark
408.545,0,vertical,dark
408.988,0,vertical,dark
409.431,0,vertical,dark
409.874,0,vertical,dark
410.317,0,vertical,dark
410.761,0,vertical,dark
411.204,0,vertical,dark
411.647,0,vertical,dark
412.09,0,vertical,dark
412.532,0,vertical,dark
412.975,0,vertical,dark
413.418,0,vertical,dark
413.861,0,vertical,dark
414.303,0,vertical,dark
414.746,0,vertical,dark
415.189,0,vertical,dark
415.631,0,vertical,dark
416.074,0,vertical,dark
416.516,0,vertical,dark
416.958,0,vertical,dark
417.401,0,vertical,dark
417.843,0,vertical,dark
418.285,0,vertical,dark
418.727,0,vertical,dark
419.169,0,vertical,dark
419.611,0,vertical,dark
420.053,0,vertical,dark
420.495,0,vertical,dark
420.937,0,vertical,dark
421.379,0,vertical,dark
421.82,0,vertical,dark
422.262,0,vertical,dark
422.704,0,vertical,dark
423.145,0,vertical,dark
423.587,0,vertical,dark
424.028,0,vertical,dark
424.47,0,vertical,dark
424.911,0,vertical,dark
425.352,0,vertical,dark
425.794,0,vertical,dark
426.235,0,vertical,dark
426.676,0,vertical,dark
427.117,0,vertical,dark
427.558,0,vertical,dark
427.999,0,vertical,dark
428.44,0,vertical,dark
428.881,0,vertical,dark
429.322,0,vertical,dark
429.762,0,vertical,dark
430.203,0,vertical,dark
430.644,0,vertical,dark
431.084,0,vertical,dark
431.525,0,vertical,dark
431.965,0,vertical,dark
432.406,0,vertical,dark
432.846,0,vertical,dark
433.286,0,vertical,dark
433.727,0,vertical,dark
434.167,0.01,vertical,dark
434.607,0,vertical,dark
435.047,0.01,vertical,dark
435.487,0.01,vertical,dark
435.927,0,vertical,dark
436.367,0.01,vertical,dark
436.807,0.01,vertical,dark
437.247,0.01,vertical,dark
437.686,0.01,vertical,dark
438.126,0.01,vertical,dark
438.566,0.01,vertical,dark
439.005,0.01,vertical,dark
439.445,0.01,vertical,dark
439.884,0.01,vertical,dark
440.324,0.01,vertical,dark
440.763,0.01,vertical,dark
441.203,0.01,vertical,dark
441.642,0.01,vertical,dark
442.081,0.01,vertical,dark
442.52,0.02,vertical,dark
442.959,0.02,vertical,dark
443.398,0.02,vertical,dark
443.837,0.02,vertical,dark
444.276,0.02,vertical,dark
444.715,0.02,vertical,dark
445.154,0.02,vertical,dark
445.593,0.03,vertical,dark
446.031,0.03,vertical,dark
446.47,0.03,vertical,dark
446.909,0.03,vertical,dark
447.347,0.03,vertical,dark
447.786,0.03,vertical,dark
448.224,0.03,vertical,dark
448.663,0.03,vertical,dark
449.101,0.04,vertical,dark
449.539,0.04,vertical,dark
449.977,0.04,vertical,dark
450.416,0.04,vertical,dark
450.854,0.04,vertical,dark
451.292,0.04,vertical,dark
451.73,0.04,vertical,dark
452.168,0.04,vertical,dark
452.606,0.04,vertical,dark
453.043,0.04,vertical,dark
453.481,0.04,vertical,dark
453.919,0.04,vertical,dark
454.357,0.04,vertical,dark
454.794,0.04,vertical,dark
455.232,0.04,vertical,dark
455.669,0.03,vertical,dark
456.107,0.03,vertical,dark
456.544,0.03,vertical,dark
456.981,0.03,vertical,dark
457.419,0.03,vertical,dark
457.856,0.03,vertical,dark
458.293,0.03,vertical,dark
458.73,0.03,vertical,dark
459.167,0.03,vertical,dark
459.604,0.03,vertical,dark
460.041,0.03,vertical,dark
460.478,0.02,vertical,dark
460.915,0.02,vertical,dark
461.352,0.02,vertical,dark
461.789,0.02,vertical,dark
462.225,0.02,vertical,dark
462.662,0.02,vertical,dark
463.098,0.02,vertical,dark
463.535,0.02,vertical,dark
463.971,0.02,vertical,dark
464.408,0.02,vertical,dark
464.844,0.02,vertical,dark
465.28,0.02,vertical,dark
465.717,0.02,vertical,dark
466.153,0.02,vertical,dark
466.589,0.02,vertical,dark
467.025,0.02,vertical,dark
467.461,0.02,vertical,dark
467.897,0.02,vertical,dark
468.333,0.02,vertical,dark
468.769,0.02,vertical,dark
469.205,0.02,vertical,dark
469.64,0.02,vertical,dark
470.076,0.02,vertical,dark
470.512,0.02,vertical,dark
470.947,0.02,vertical,dark
471.383,0.01,vertical,dark
471.818,0.01,vertical,dark
472.254,0.01,vertical,dark
472.689,0.01,vertical,dark
473.124,0.01,vertical,dark
473.56,0.01,vertical,dark
473.995,0.01,vertical,dark
474.43,0.01,vertical,dark
474.865,0.01,vertical,dark
475.3,0.01,vertical,dark
475.735,0.01,vertical,dark
476.17,0.01,vertical,dark
476.605,0.01,vertical,dark
477.039,0.01,vertical,dark
477.474,0.01,vertical,dark
477.909,0.01,vertical,dark
478.343,0.01,vertical,dark
478.778,0.01,vertical,dark
479.213,0.01,vertical,dark
479.647,0.01,vertical,dark
480.081,0.01,vertical,dark
480.516,0.01,vertical,dark
480.95,0.01,vertical,dark
481.384,0.01,vertical,dark
481.819,0.01,vertical,dark
482.253,0.01,vertical,dark
482.687,0.01,vertical,dark
483.121,0.01,vertical,dark
483.555,0.01,vertical,dark
483.989,0.01,vertical,dark
484.422,0.01,vertical,dark
484.856,0.01,vertical,dark
485.29,0.01,vertical,dark
485.724,0.01,vertical,dark
486.157,0.01,vertical,dark
486.591,0.01,vertical,dark
487.024,0.01,vertical,dark
487.458,0.01,vertical,dark
487.891,0.01,vertical,dark
488.325,0.01,vertical,dark
