wavelength,absolute_irradiance,arena,light_environment
488.758,0.01,vertical,dark
489.191,0.01,vertical,dark
489.624,0.01,vertical,dark
490.058,0.01,vertical,dark
490.491,0.01,vertical,dark
490.924,0.01,vertical,dark
491.357,0.01,vertical,dark
491.79,0.01,vertical,dark
492.222,0.01,vertical,dark
492.655,0.01,vertical,dark
493.088,0.01,vertical,dark
493.521,0.01,vertical,dark
493.953,0.01,vertical,dark
494.386,0.01,vertical,dark
494.818,0.01,vertical,dark
495.251,0.01,vertical,dark
495.683,0.01,vertical,dark
496.116,0.01,vertical,dark
496.548,0.01,vertical,dark
496.98,0.01,vertical,dark
497.412,0.01,vertical,dark
497.844,0.01,vertical,dark
498.276,0.01,vertical,dark
498.709,0.01,vertical,dark
499.14,0.01,vertical,dark
499.572,0.01,vertical,dark
500.004,0.01,vertical,dark
500.436,0.01,vertical,dark
500.868,0.01,vertical,dark
501.299,0.01,vertical,dark
501.731,0.01,vertical,dark
502.163,0.01,vertical,dark
502.594,0.02,vertical,dark
503.026,0.01,vertical,dark
503.457,0.01,vertical,dark
503.888,0.01,vertical,dark
504.32,0.01,vertical,dark
504.751,0.02,vertical,dark
505.182,0.02,vertical,dark
505.613,0.01,vertical,dark
506.044,0.01,vertical,dark
506.475,0.01,vertical,dark
506.906,0.02,vertical,dark
507.337,0.02,vertical,dark
507.768,0.02,vertical,dark
508.199,0.02,vertical,dark
508.63,0.02,vertical,dark
509.06,0.02,vertical,dark
509.491,0.02,vertical,dark
509.921,0.01,vertical,dark
510.352,0.02,vertical,dark
510.782,0.02,vertical,dark
511.213,0.02,vertical,dark
511.643,0.02,vertical,dark
512.073,0.02,vertical,dark
512.504,0.02,vertical,dark
512.934,0.02,vertical,dark
513.364,0.02,vertical,dark
513.794,0.02,vertical,dark
514.224,0.02,vertical,dark
514.654,0.02,vertical,dark
515.084,0.02,vertical,dark
515.514,0.02,vertical,dark
515.944,0.02,vertical,dark
516.373,0.02,vertical,dark
516.803,0.02,vertical,dark
517.233,0.02,vertical,dark
517.662,0.02,vertical,dark
518.092,0.02,vertical,dark
518.521,0.02,vertical,dark
518.951,0.02,vertical,dark
519.38,0.02,vertical,dark
519.809,0.02,vertical,dark
520.238,0.02,vertical,dark
520.668,0.02,vertical,dark
521.097,0.02,vertical,dark
521.526,0.02,vertical,dark
521.955,0.02,vertical,dark
522.384,0.02,vertical,dark
522.813,0.02,vertical,dark
523.241,0.02,vertical,dark
523.67,0.02,vertical,dark
524.099,0.02,vertical,dark
524.528,0.02,vertical,dark
524.956,0.02,vertical,dark
525.385,0.02,vertical,dark
525.813,0.02,vertical,dark
526.242,0.02,vertical,dark
526.67,0.02,vertical,dark
527.098,0.02,vertical,dark
527.527,0.02,vertical,dark
527.955,0.02,vertical,dark
528.383,0.02,vertical,dark
528.811,0.02,vertical,dark
529.239,0.02,vertical,dark
529.667,0.02,vertical,dark
530.095,0.02,vertical,dark
530.523,0.02,vertical,dark
530.951,0.02,vertical,dark
531.379,0.02,vertical,dark
531.806,0.02,vertical,dark
532.234,0.02,vertical,dark
532.662,0.02,vertical,dark
533.089,0.02,vertical,dark
533.517,0.02,vertical,dark
533.944,0.02,vertical,dark
534.372,0.02,vertical,dark
534.799,0.02,vertical,dark
535.226,0.02,vertical,dark
535.653,0.02,vertical,dark
536.081,0.02,vertical,dark
536.508,0.02,vertical,dark
536.935,0.02,vertical,dark
537.362,0.02,vertical,dark
537.789,0.02,vertical,dark
538.215,0.02,vertical,dark
538.642,0.02,vertical,dark
539.069,0.02,vertical,dark
539.496,0.02,vertical,dark
539.922,0.02,vertical,dark
540.349,0.02,vertical,dark
540.776,0.02,vertical,dark
541.202,0.02,vertical,dark
541.628,0.02,vertical,dark
542.055,0.02,vertical,dark
542.481,0.02,vertical,dark
542.907,0.02,vertical,dark
543.334,0.02,vertical,dark
543.76,0.02,vertical,dark
544.186,0.02,vertical,dark
544.612,0.02,vertical,dark
545.038,0.02,vertical,dark
545.464,0.02,vertical,dark
545.89,0.02,vertical,dark
546.315,0.02,vertical,dark
546.741,0.02,vertical,dark
547.167,0.02,vertical,dark
547.592,0.02,vertical,dark
548.018,0.02,vertical,dark
548.444,0.02,vertical,dark
548.869,0.02,vertical,dark
549.294,0.02,vertical,dark
549.72,0.02,vertical,dark
550.145,0.02,vertical,dark
550.57,0.02,vertical,dark
550.996,0.02,vertical,dark
551.421,0.02,vertical,dark
551.846,0.02,vertical,dark
552.271,0.02,vertical,dark
552.696,0.02,vertical,dark
553.121,0.02,vertical,dark
553.545,0.02,vertical,dark
553.97,0.02,vertical,dark
554.395,0.02,vertical,dark
554.82,0.02,vertical,dark
555.244,0.02,vertical,dark
555.669,0.02,vertical,dark
556.093,0.02,vertical,dark
556.518,0.02,vertical,dark
556.942,0.02,vertical,dark
557.367,0.02,vertical,dark
557.791,0.02,vertical,dark
558.215,0.02,vertical,dark
558.639,0.02,vertical,dark
559.063,0.02,vertical,dark
559.487,0.02,vertical,dark
559.911,0.02,vertical,dark
560.335,0.02,vertical,dark
560.759,0.02,vertical,dark
561.183,0.02,vertical,dark
561.607,0.02,vertical,dark
562.031,0.02,vertical,dark
562.454,0.02,vertical,dark
562.878,0.02,vertical,dark
563.301,0.02,vertical,dark
563.725,0.02,vertical,dark
564.148,0.02,vertical,dark
564.572,0.02,vertical,dark
564.995,0.02,vertical,dark
565.418,0.02,vertical,dark
565.842,0.02,vertical,dark
566.265,0.02,vertical,dark
566.688,0.02,vertical,dark
567.111,0.02,vertical,dark
567.534,0.02,vertical,dark
567.957,0.02,vertical,dark
568.38,0.02,vertical,dark
568.802,0.02,vertical,dark
569.225,0.02,vertical,dark
569.648,0.02,vertical,dark
570.071,0.02,vertical,dark
570.493,0.02,vertical,dark
570.916,0.02,vertical,dark
571.338,0.02,vertical,dark
571.761,0.02,vertical,dark
572.183,0.02,vertical,dark
572.605,0.02,vertical,dark
573.028,0.02,vertical,dark
573.45,0.02,vertical,dark
573.872,0.02,vertical,dark
574.294,0.02,vertical,dark
574.716,0.02,vertical,dark
575.138,0.02,vertical,dark
575.56,0.02,vertical,dark
575.982,0.02,vertical,dark
576.403,0.02,vertical,dark
576.825,0.02,vertical,dark
577.247,0.02,vertical,dark
577.669,0.02,vertical,dark
578.09,0.02,vertical,dark
578.512,0.02,vertical,dark
578.933,0.02,vertical,dark
579.354,0.02,vertical,dark
579.776,0.02,vertical,dark
580.197,0.02,vertical,dark
580.618,0.02,vertical,dark
581.04,0.02,vertical,dark
581.461,0.02,vertical,dark
581.882,0.02,vertical,dark
582.303,0.02,vertical,dark
582.724,0.02,vertical,dark
583.145,0.02,vertical,dark
583.565,0.02,vertical,dark
583.986,0.02,vertical,dark
584.407,0.02,vertical,dark
584.828,0.02,vertical,dark
585.248,0.02,vertical,dark
585.669,0.02,vertical,dark
586.089,0.02,vertical,dark
586.51,0.02,vertical,dark
586.93,0.02,vertical,dark
587.35,0.02,vertical,dark
587.771,0.02,vertical,dark
588.191,0.02,vertical,dark
588.611,0.02,vertical,dark
589.031,0.02,vertical,dark
589.451,0.02,vertical,dark
589.871,0.02,vertical,dark
590.291,0.02,vertical,dark
590.711,0.02,vertical,dark
591.131,0.02,vertical,dark
591.55,0.02,vertical,dark
591.97,0.02,vertical,dark
592.39,0.02,vertical,dark
592.809,0.02,vertical,dark
593.229,0.02,vertical,dark
593.648,0.02,vertical,dark
594.068,0.02,vertical,dark
594.487,0.02,vertical,dark
594.906,0.02,vertical,dark
595.326,0.02,vertical,dark
595.745,0.02,vertical,dark
596.164,0.11,vertical,dark
596.583,0.02,vertical,dark
597.002,0.02,vertical,dark
597.421,0.02,vertical,dark
597.84,0.02,vertical,dark
598.259,0.02,vertical,dark
598.678,0.02,vertical,dark
599.096,0.02,vertical,dark
599.515,0.02,vertical,dark
599.934,0.02,vertical,dark
600.352,0.02,vertical,dark
600.771,0.02,vertical,dark
601.189,0.02,vertical,dark
601.607,0.02,vertical,dark
602.026,0.02,vertical,dark
602.444,0.02,vertical,dark
602.862,0.02,vertical,dark
603.28,0.02,vertical,dark
603.699,0.02,vertical,dark
604.117,0.02,vertical,dark
604.535,0.02,vertical,dark
604.953,0.02,vertical,dark
605.37,0.02,vertical,dark
605.788,0.02,vertical,dark
606.206,0.01,vertical,dark
606.624,0.02,vertical,dark
607.041,0.02,vertical,dark
607.459,0.01,vertical,dark
607.876,0.02,vertical,dark
608.294,0.01,vertical,dark
608.711,0.02,vertical,dark
609.129,0.02,vertical,dark
609.546,0.02,vertical,dark
609.963,0.01,vertical,dark
610.38,0.01,vertical,dark
610.798,0.01,vertical,dark
611.215,0.02,vertical,dark
611.632,0.01,vertical,dark
612.049,0.01,vertical,dark
612.466,0.02,vertical,dark
612.882,0.01,vertical,dark
613.299,0.02,vertical,dark
613.716,0.02,vertical,dark
614.133,0.02,vertical,dark
614.549,0.02,vertical,dark
614.966,0.02,vertical,dark
615.382,0.01,vertical,dark
615.799,0.01,vertical,dark
616.215,0.01,vertical,dark
616.631,0.01,vertical,dark
617.048,0.01,vertical,dark
617.464,0.01,vertical,dark
617.88,0.01,vertical,dark
618.296,0.01,vertical,dark
618.712,0.01,vertical,dark
619.128,0.01,vertical,dark
619.544,0.01,vertical,dark
619.96,0.01,vertical,dark
620.376,0.01,vertical,dark
620.792,0.01,vertical,dark
621.207,0.01,vertical,dark
621.623,0.01,vertical,dark
622.039,0.01,vertical,dark
622.454,0.01,vertical,dark
622.87,0.01,vertical,dark
623.285,0.01,vertical,dark
623.7,0.01,vertical,dark
624.116,0.01,vertical,dark
624.531,0.01,vertical,dark
624.946,0.01,vertical,dark
625.361,0.01,vertical,dark
625.776,0.01,vertical,dark
626.191,0.01,vertical,dark
626.606,0.01,vertical,dark
627.021,0.01,vertical,dark
627.436,0.01,vertical,dark
627.851,0.01,vertical,dark
628.266,0.01,vertical,dark
628.68,0.01,vertical,dark
629.095,0.01,vertical,dark
629.509,0.01,vertical,dark
629.924,0.01,vertical,dark
630.338,0.01,vertical,dark
630.753,0.01,vertical,dark
631.167,0.01,vertical,dark
631.581,0.01,vertical,dark
631.996,0.01,vertical,dark
632.41,0.01,vertical,dark
632.824,0.01,vertical,dark
633.238,0.01,vertical,dark
633.652,0.01,vertical,dark
634.066,0.01,vertical,dark
634.48,0.01,vertical,dark
634.893,0.01,vertical,dark
635.307,0.01,vertical,dark
635.721,0.01,vertical,dark
636.135,0.01,vertical,dark
636.548,0.01,vertical,dark
636.962,0.01,vertical,dark
637.375,0.01,vertical,dark
637.789,0.01,vertical,dark
638.202,0.01,vertical,dark
638.615,0.01,vertical,dark
639.028,0.01,vertical,dark
639.442,0.01,vertical,dark
639.855,0.01,vertical,dark
640.268,0.01,vertical,dark
640.681,0.01,vertical,dark
641.094,0.01,vertical,dark
641.507,0.01,vertical,dark
641.92,0.01,vertical,dark
642.332,0.01,vertical,dark
642.745,0.01,vertical,dark
643.158,0.01,vertical,dark
643.57,0.01,vertical,dark
643.983,0.01,vertical,dark
644.395,0.01,vertical,dark
644.808,0.01,vertical,dark
645.22,0.01,vertical,dark
645.632,0.01,vertical,dark
646.045,0.01,vertical,dark
646.457,0.01,vertical,dark
646.869,0.01,vertical,dark
647.281,0.01,vertical,dark
647.693,0.01,vertical,dark
648.105,0.01,vertical,dark
648.517,0.01,vertical,dark
648.929,0.01,vertical,dark
649.341,0.01,vertical,dark
649.752,0.01,vertical,dark
650.164,0.01,vertical,dark
650.576,0.01,vertical,dark
650.987,0,vertical,dark
651.399,0.01,vertical,dark
651.81,0.01,vertical,dark
652.222,0.01,vertical,dark
652.633,0,vertical,dark
653.044,0.01,vertical,dark
653.456,0.01,vertical,dark
653.867,0.01,vertical,dark
654.278,0,vertical,dark
654.689,0,vertical,dark
655.1,0.01,vertical,dark
655.511,0.01,vertical,dark
655.922,0,vertical,dark
656.333,0.01,vertical,dark
656.743,0.01,vertical,dark
657.154,0.01,vertical,dark
657.565,0.01,vertical,dark
657.975,0,vertical,dark
658.386,0,vertical,dark
658.796,0.01,vertical,dark
659.207,0.01,vertical,dark
659.617,0.01,vertical,dark
660.027,0.01,vertical,dark
660.438,0.01,vertical,dark
660.848,0,vertical,dark
661.258,0,vertical,dark
661.668,0.01,vertical,dark
662.078,0.01,vertical,dark
662.488,0,vertical,dark
662.898,0.01,vertical,dark
663.308,0.01,vertical,dark
663.717,0,vertical,dark
664.127,0.01,vertical,dark
664.537,0,vertical,dark
664.946,0,vertical,dark
665.356,0,vertical,dark
665.765,0,vertical,dark
666.175,0,vertical,dark
666.584,0,vertical,dark
666.994,0,vertical,dark
667.403,0,vertical,dark
667.812,0,vertical,dark
668.221,0.01,vertical,dark
668.63,0,vertical,dark
669.039,0,vertical,dark
669.448,0,vertical,dark
669.857,0,vertical,dark
670.266,0,vertical,dark
670.675,0,vertical,dark
671.084,0,vertical,dark
671.492,0,vertical,dark
671.901,0.01,vertical,dark
672.31,0,vertical,dark
672.718,0,vertical,dark
673.126,0,vertical,dark
673.535,0,vertical,dark
673.943,0,vertical,dark
674.351,0,vertical,dark
674.76,0,vertical,dark
675.168,0,vertical,dark
675.576,0,vertical,dark
675.984,0,vertical,dark
676.392,0,vertical,dark
676.8,0.01,vertical,dark
677.208,0.01,vertical,dark
677.616,0,vertical,dark
678.023,0,vertical,dark
678.431,0.01,vertical,dark
678.839,0,vertical,dark
679.246,0,vertical,dark
679.654,0,vertical,dark
680.061,0.01,vertical,dark
680.469,0,vertical,dark
680.876,0,vertical,dark
681.283,0,vertical,dark
681.691,0,vertical,dark
682.098,0,vertical,dark
682.505,0,vertical,dark
682.912,0,vertical,dark
683.319,0,vertical,dark
683.726,0,vertical,dark
684.133,0,vertical,dark
684.54,0,vertical,dark
684.946,0,vertical,dark
685.353,0,vertical,dark
685.76,0,vertical,dark
686.166,0,vertical,dark
686.573,0,vertical,dark
686.979,0,vertical,dark
687.386,0,vertical,dark
687.792,0,vertical,dark
688.198,0,vertical,dark
688.605,0,vertical,dark
689.011,0,vertical,dark
689.417,0.01,vertical,dark
689.823,0,vertical,dark
690.229,0,vertical,dark
690.635,0,vertical,dark
691.041,0,vertical,dark
691.447,0,vertical,dark
691.853,0,vertical,dark
692.258,0,vertical,dark
692.664,0,vertical,dark
693.07,0,vertical,dark
693.475,0,vertical,dark
693.881,0,vertical,dark
694.286,0,vertical,dark
694.691,0,vertical,dark
695.097,0,vertical,dark
695.502,0,vertical,dark
695.907,0,vertical,dark
696.312,0,vertical,dark
696.717,0,vertical,dark
697.122,0,vertical,dark
697.527,0,vertical,dark
697.932,0,vertical,dark
698.337,0,vertical,dark
698.742,0,vertical,dark
699.147,0,vertical,dark
699.551,0,vertical,dark
699.956,0,vertical,dark
700.361,0,vertical,dark
700.765,0,vertical,dark
701.169,0,vertical,dark
701.574,0,vertical,dark
701.978,0.01,vertical,dark
702.382,0,vertical,dark
702.787,0,vertical,dark
703.191,0,vertical,dark
703.595,0,vertical,dark
703.999,0,vertical,dark
704.403,0,vertical,dark
704.807,0,vertical,dark
705.211,0,vertical,dark
705.615,0,vertical,dark
706.018,0,vertical,dark
706.422,0,vertical,dark
706.826,0,vertical,dark
707.229,0,vertical,dark
707.633,0,vertical,dark
708.036,0,vertical,dark
708.44,0,vertical,dark
708.843,0,vertical,dark
709.246,0,vertical,dark
709.649,0,vertical,dark
710.052,0,vertical,dark
710.456,0,vertical,dark
710.859,0,vertical,dark
711.262,0,vertical,dark
711.665,0,vertical,dark
712.067,0,vertical,dark
712.47,0,vertical,dark
712.873,0,vertical,dark
713.276,0,vertical,dark
713.678,0,vertical,dark
714.081,0,vertical,dark
714.483,0,vertical,dark
714.886,0,vertical,dark
715.288,0,vertical,dark
715.691,0,vertical,dark
716.093,0,vertical,dark
716.495,0,vertical,dark
716.897,0,vertical,dark
717.299,0,vertical,dark
717.701,0,vertical,dark
718.103,0,vertical,dark
718.505,0,vertical,dark
718.907,0,vertical,dark
719.309,0,vertical,dark
719.711,0,vertical,dark
720.113,0,vertical,dark
720.514,0,vertical,dark
720.916,0,vertical,dark
721.317,0,vertical,dark
721.719,0,vertical,dark
722.12,0,vertical,dark
722.521,0,vertical,dark
722.923,0,vertical,dark
723.324,0,vertical,dark
723.725,0,vertical,dark
724.126,0,vertical,dark
724.527,0,vertical,dark
724.928,0,vertical,dark
725.329,0,vertical,dark
725.73,0,vertical,dark
726.131,0,vertical,dark
726.532,0,vertical,dark
726.932,0,vertical,dark
727.333,0,vertical,dark
727.734,0,vertical,dark
728.134,0.02,vertical,dark
728.535,0,vertical,dark
728.935,0,vertical,dark
729.335,0,vertical,dark
729.736,0,vertical,dark
730.136,0.01,vertical,dark
730.536,0,vertical,dark
730.936,0,vertical,dark
731.336,0,vertical,dark
731.736,0,vertical,dark
732.136,0,vertical,dark
732.536,0,vertical,dark
732.936,0,vertical,dark
733.336,0,vertical,dark
733.735,0,vertical,dark
734.135,0,vertical,dark
734.535,0,vertical,dark
734.934,0,vertical,dark
735.334,0,vertical,dark
735.733,0,vertical,dark
736.132,0,vertical,dark
736.532,0,vertical,dark
736.931,0,vertical,dark
737.33,0,vertical,dark
737.729,0,vertical,dark
738.128,0,vertical,dark
738.527,0,vertical,dark
738.926,0,vertical,dark
739.325,0,vertical,dark
739.724,0,vertical,dark
740.123,0,vertical,dark
740.521,0,vertical,dark
740.92,0,vertical,dark
741.319,0,vertical,dark
741.717,0,vertical,dark
742.116,0,vertical,dark
742.514,0,vertical,dark
742.912,0,vertical,dark
743.311,0,vertical,dark
743.709,0,vertical,dark
744.107,0,vertical,dark
744.505,0,vertical,dark
744.903,0,vertical,dark
745.301,0,vertical,dark
745.699,0.01,vertical,dark
746.097,0,vertical,dark
746.495,0,vertical,dark
746.893,0,vertical,dark
747.29,0.01,vertical,dark
747.688,0,vertical,dark
748.086,0,vertical,dark
748.483,0,vertical,dark
748.881,0,vertical,dark
749.278,0,vertical,dark
749.675,0,vertical,dark
750.073,0,vertical,dark
750.47,0,vertical,dark
750.867,0,vertical,dark
751.264,0,vertical,dark
751.661,0,vertical,dark
752.058,0,vertical,dark
752.455,0,vertical,dark
752.852,0,vertical,dark
753.249,0,vertical,dark
753.646,0,vertical,dark
754.042,0,vertical,dark
754.439,0.01,vertical,dark
754.836,0,vertical,dark
755.232,0,vertical,dark
755.629,0,vertical,dark
756.025,0,vertical,dark
756.421,0,vertical,dark
756.818,0,vertical,dark
757.214,0,vertical,dark
757.61,0,vertical,dark
758.006,0,vertical,dark
758.402,0,vertical,dark
758.798,0,vertical,dark
759.194,0,vertical,dark
759.59,0,vertical,dark
759.986,0,vertical,dark
760.382,0,vertical,dark
760.777,0,vertical,dark
761.173,0,vertical,dark
761.569,0,vertical,dark
761.964,0,vertical,dark
762.36,0,vertical,dark
762.755,0,vertical,dark
763.15,0,vertical,dark
763.546,0,vertical,dark
763.941,0,vertical,dark
764.336,0,vertical,dark
764.731,0,vertical,dark
765.126,0,vertical,dark
765.521,-0.01,vertical,dark
765.916,0,vertical,dark
766.311,0,vertical,dark
766.706,0,vertical,dark
767.101,0,vertical,dark
767.495,0,vertical,dark
767.89,0,vertical,dark
768.284,0,vertical,dark
768.679,0,vertical,dark
769.073,0,vertical,dark
769.468,0,vertical,dark
769.862,0,vertical,dark
770.256,0,vertical,dark
770.651,-0.01,vertical,dark
771.045,0,vertical,dark
771.439,0,vertical,dark
